NOME_BARRAGEM_MINERACAO,NOME_DO_EMPREENDEDOR,CPF_CNPJ,LATITUDE,LONGITUDE,POSICIONAMENTO,UF,MUNICIPIO,MINERIO_PRINCIPAL,ALTURA_ATUAL_metros,VOLUME_ATUAL_m3,CATEGORIA_DE_RISCO,DANO_POTENCIAL_ASSOCIADO,CLASSE,INSERIDA_NA_PNSB
1 Mina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º23'57,800""","-50º20'24,500""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,8.50,"188,680.72",,,,Não
1 Usina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º27'17,700""","-50º13'43,500""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,7.00,"34,000.00",,,,Não
3 Kalunga,Vale S A Filial: Vale Manganês do Azul,33.592.510/0130-51,"-06º07'12,200""","-50º18'08,700""",Sul do Equador,PA,PARAUAPEBAS,Minério de Manganês,3.50,"1,965,306.00",,,,Não
3 Mina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º23'39,900""","-50º19'11,300""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,14.61,"165,320.00",,,,Não
Bacia C Usina,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'20,400""","-50º14'08,900""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,7.30,"30,114.00",,,,Não
Barragem A1,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º28'18,900""","-56º23'08,700""",Sul do Equador,PA,ORIXIMINÁ,Argila,11.00,"422,000.00",,,,Não
Barragem Água Fria,Mineracao Rio do Norte S A,04.932.216/0001-46,"-01º27'56,900""","-56º23'26,400""",Sul do Equador,PA,ORIXIMINÁ,Argila,8.00,"103,000.00",,,,Não
BARRAGEM SÃO GERALDO,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-06º06'36,700""","-52º16'31,000""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Areia e Cascalho,3.00,"5,250.00",,,,Não
BARRAGEM SAO GERALDO 02,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-06º04'32,800""","-52º15'18,700""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Areia e Cascalho,3.00,"10,500.00",,,,Não
Barramento 10,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'36,800""","-50º19'05,200""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.90,"10,670.00",,,,Não
Barramento 7,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'26,000""","-50º19'31,800""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.40,"2,467.00",,,,Não
Barramento 8,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'25,600""","-50º19'12,000""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.40,"4,511.00",,,,Não
CSO1,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º24'28,900""","-50º02'39,000""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,6.00,1.00,,,,Não
Dique 05,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º33'21,445""","-51º10'24,538""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,10.85,"405,554.90",,,,Não
Dique 06,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º34'49,300""","-51º10'27,000""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,10.50,"78,000.00",,,,Não
Dique do Puma 01,Vale Minas MOP,33.592.510/0075-90,"-06º29'06,900""","-51º04'39,100""",Sul do Equador,PA,PARAUAPEBAS,Minério de Níquel,13.60,"295,000.00",,,,Não
Dique Provisorio 01,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º33'42,700""","-51º10'16,100""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,6.20,"28,500.00",,,,Não
Dique Provisorio 02,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º33'37,400""","-51º10'00,200""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Minério de Níquel,4.80,"21,300.00",,,,Não
E48 Bacia I,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º25'11,700""","-50º18'47,900""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,5.03,"6,333.00",,,,Não
Igarapé,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º35'24,000""","-51º05'24,000""",Sul do Equador,PA,OURILÂNDIA DO NORTE,Minério de Níquel,8.10,"1,862,231.00",,,,Não
Lagoa de Disposição n°04 - LD4,Alcoa World Alumina Brasil Ltda.,06.167.730/0001-68,"-02º29'12,100""","-56º10'41,300""",Sul do Equador,PA,JURUTI,Bauxita Grau Não Metalúrgico,12.00,"750,000.00",,,,Não
LAGOA FACEL 3,Cadam S.a.,04.788.980/0001-90,"-00º54'40,017""","-52º25'56,866""",Sul do Equador,PA,ALMEIRIM,Caulim,11.00,"600,000.00",,,,Não
LAGOA FACEL 4,Cadam S.a.,04.788.980/0001-90,"-00º54'52,451""","-52º25'43,269""",Sul do Equador,PA,ALMEIRIM,Caulim,9.00,"412,800.00",,,,Não
Lagoa Progeo,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º26'30,700""","-50º19'35,400""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,2.50,"21,520.00",,,,Não
Maney Mineração,Valdinei Mauro de Souza,00.056.836/0581-49,"-06º47'20,006""","-56º36'29,199""",Sul do Equador,PA,ITAITUBA,Minério de Ouro Secundário,5.00,"400,000.00",,,,Não
PN - 1,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º24'20,600""","-50º03'25,600""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,5.00,"100,000.00",,,,Não
PN - 3,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º24'09,341""","-50º04'31,472""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,6.50,"1,120.00",,,,Não
PN - 4,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º24'41,461""","-50º01'59,710""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,5.00,"7,000.00",,,,Não
PN - 6,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º24'21,578""","-50º05'03,123""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,5.50,"50,000.00",,,,Não
PN -5,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º25'16,985""","-50º02'09,927""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,4.00,"6,000.00",,,,Não
PS -1,Vale S A Filial: Vale Mina Sossego,33.592.510/0009-01,"-06º26'01,900""","-50º02'54,100""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Argila Arenosa,7.00,"220,000.00",,,,Não
RECON,Mineração São Francisco de Assis Ltda.,42.323.964/0001-10,"-06º49'53,500""","-51º59'27,600""",Sul do Equador,PA,SÃO FÉLIX DO XINGU,Areia,3.00,-,,,,Não
Sul Pilha,Vale S A Filial: Vale Serra Sul,33.592.510/0089-96,"-06º28'41,600""","-50º19'16,900""",Sul do Equador,PA,CANAÃ DOS CARAJÁS,Minério de Ferro,12.00,"496,059.42",,,,Não
Usina,Vale S A Filial: Vale Minas MOP,33.592.510/0075-90,"-06º34'49,700""","-51º04'37,500""",Sul do Equador,PA,OURILÂNDIA DO NORTE,Minério de Níquel,8.50,"494,416.00",,,,Não
QUIXABA USINA,Rozen Mineradora. Consultoria e Assessoria Em Gestão Empresarial Ltda Me,10.857.721/0001-76,"-06º48'26,900""","-37º00'28,800""",Sul do Equador,PB,VÁRZEA,Areia Quartzosa,3.00,450.00,,,,Não
803.285/2014,Plinio Almeida Boson,11.714.784/0001-36,"-09º14'09,800""","-42º34'41,200""",Sul do Equador,PI,SÃO LOURENÇO DO PIAUÍ,Saibro,1.00,500.00,,,,Não
bonito,Ecb Rochas Ornamentais do Brasil Ltda,02.746.671/0001-21,"-05º12'32,100""","-41º42'27,600""",Sul do Equador,PI,CASTELO DO PIAUÍ,Quartzito,1.50,900.00,,,,Não
areal eskema,Areal Eskema Ltda,32.110.223/0001-06,"-22º44'38,000""","-43º42'28,000""",Sul do Equador,RJ,SEROPÉDICA,Areia,8.00,"80,000.00",,,,Não
Pond de Emergência,Anglo American Minério de Ferro Brasil S.a,02.359.572/0004-30,"-21º49'52,000""","-41º01'14,000""",Sul do Equador,RJ,SÃO JOÃO DA BARRA,Minério de Ferro,4.50,"333,438.00",,,,Não
BARRAGEM 339,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-11º08'14,500""","-61º37'15,100""",Sul do Equador,RO,MINISTRO ANDREAZZA,Areia e Cascalho,4.50,"7,500.00",,,,Não
BARRAGEM 341,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-11º08'14,500""","-61º37'15,100""",Sul do Equador,RO,MINISTRO ANDREAZZA,Areia e Cascalho,4.50,"7,500.00",,,,Não
BARRAGEM TABOQUINHA,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-09º31'24,000""","-62º54'21,200""",Sul do Equador,RO,CUJUBIM,Areia e Cascalho,4.50,"7,500.00",,,,Não
BARRAGEM TARILÂNDIA 01,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-10º49'19,200""","-62º50'02,200""",Sul do Equador,RO,JARU,Argila,3.00,"31,250.00",,,,Não
BARRAGEM URUPA 01,Cooperativa Mineradora dos Garimpeiros de Ariquemes,22.825.491/0001-42,"-11º08'07,500""","-62º26'15,100""",Sul do Equador,RO,URUPÁ,Argila,3.00,"31,250.00",,,,Não
Belíssima,Cooperativa de Garimpeiros de Santa Cruz Ltda,34.726.547/0001-90,"-09º47'34,047""","-63º33'34,869""",Sul do Equador,RO,ARIQUEMES,Minério de Estanho Secundário,10.00,"1,300,000.00",,,,Não
Queimada,Metalmig Mineração Indústria e Comércio S A,34.456.038/0001-95,"-09º25'25,900""","-63º02'52,400""",Sul do Equador,RO,ITAPUÃ DO OESTE,Aluvião Estanífero,5.00,"60,000.00",,,,Não
RESERVATÓRIO 01,Muller & Cia Ltda Me,04.800.249/0001-32,"-12º53'50,800""","-60º25'21,300""",Sul do Equador,RO,VILHENA,Argila Arenosa,2.00,"17,848.00",,,,Não
RESERVATÓRIO 02,Muller & Cia Ltda Me,04.800.249/0001-32,"-12º48'15,200""","-60º21'54,400""",Sul do Equador,RO,VILHENA,Argila Arenosa,2.00,"30,800.00",,,,Não
RIO BRANCO,Minerais & Metais Comércio e Indústria Ltda Filial: Marcos,02.587.633/0007-69,"-09º46'14,500""","-62º44'26,300""",Sul do Equador,RO,RIO CRESPO,Areia,4.00,"600,000.00",,,,Não
MNP-01,Mineração Nova Petrópolis Ltda.,16.785.060/0001-05,"-29º20'48,000""","-51º11'30,000""",Sul do Equador,RS,NOVA PETRÓPOLIS,Areia,5.00,"4,000.00",,,,Não
VIAMAO,D & L Mineração Ltda.,09.044.878/0001-01,"-29º10'00,000""","-50º49'16,000""",Sul do Equador,RS,VIAMÃO,Areia,13.00,"111,000.00",,,,Não
Barragem 101,Indústria Carbonífera Rio Deserto Ltda,83.286.500/0001-69,"-28º43'45,000""","-49º14'54,000""",Sul do Equador,SC,IÇARA,Carvão Mineral Camada Barro Branco,3.00,"9,542.20",,,,Não
Santa Líbera,Cooperativa de Extração de Carvão Mineral dos Trabalhadores de Criciúma,80.967.540/0001-88,"-28º44'18,600""","-49º25'33,200""",Sul do Equador,SC,FORQUILHINHA,Carvão Mineral Camada Barro Branco,2.20,"3,500.00",,,,Não
Dique Petrobrás,Mosaic Fertilizantes P&K S.A. Filial: Taquari Vassouras,33.931.486/0033-18,"-10º39'12,400""","-37º01'50,100""",Sul do Equador,SE,ROSÁRIO DO CATETE,Sais,6.00,"6,362.07",,,,Não
1. CONJUNTO DE LEIRAS DE DECANTAÇÃO,Realmix Agregados Minerais Ltda,02.931.701/0001-70,"-23º11'34,600""","-48º21'45,000""",Sul do Equador,SP,BOFETE,Areia,3.00,"140,059.00",,,,Não
12 - AN,Mineração Jundu Ltda.,60.628.468/0001-57,"-22º09'25,047""","-47º38'34,049""",Sul do Equador,SP,ANALÂNDIA,Argila,10.00,"492,348.00",,,,Não
13 - AN,Mineração Jundu Ltda.,60.628.468/0001-57,"-22º09'18,075""","-47º38'22,025""",Sul do Equador,SP,ANALÂNDIA,Argila,8.00,"663,184.00",,,,Não
Barramento 1,MINERADORA PEDRIX LTDA,01.290.096/0001-32,"-23º23'35,060""","-46º46'30,100""",Sul do Equador,SP,CAIEIRAS,Granito,4.00,"56,000.00",,,,Não
Barramento 2,MINERADORA PEDRIX LTDA,01.290.096/0001-32,"-23º23'21,400""","-46º46'17,700""",Sul do Equador,SP,CAIEIRAS,Granito,4.00,"5,200.00",,,,Não
Boa Sorte,Empresa Mineradora Boa Sorte Ltda,45.599.032/0001-93,"-23º24'43,000""","-46º12'42,800""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,-,"365,000.00",,,,Não
CAMC,Extração de Areia e Pedregulho Cachoeira Ltda.,45.600.327/0001-32,"-23º24'04,600""","-46º12'19,500""",Sul do Equador,SP,MOGI DAS CRUZES,Argila,13.00,"588,484.00",,,,Não
Cascalho,Cascalho Extração e Comércio de Areia. Cascalho e Argila Ltda Epp,00.311.698/0001-66,"-22º44'52,600""","-46º52'18,000""",Sul do Equador,SP,PEDREIRA,Argila,-,"140,000.00",,,,Não
CAVA,Milton José Aparecido Giuli Me,38.799.607/0001-56,"-23º00'29,728""","-47º28'56,567""",Sul do Equador,SP,CAPIVARI,Areia,-,"180,000.00",,,,Não
CAVA 1,L Pavan & Cia Ltda,44.140.069/0001-96,"-23º47'06,400""","-46º41'48,400""",Sul do Equador,SP,SÃO PAULO,Argila,-,"120,000.00",,,,Não
CAVA 2,L Pavan & Cia Ltda,44.140.069/0001-96,"-23º46'58,500""","-46º41'55,700""",Sul do Equador,SP,SÃO PAULO,Argila,-,"92,000.00",,,,Não
CHAPADINHA 061,Uilson Romanha & Cia Ltda,00.934.199/0001-25,"-23º39'32,700""","-48º00'20,400""",Sul do Equador,SP,ITAPETININGA,Argila,6.00,"565,500.00",,,,Não
CHAPADINHA 221,Uilson Romanha & Cia Ltda,00.934.199/0001-25,"-23º39'05,500""","-47º59'32,500""",Sul do Equador,SP,ITAPETININGA,Argila,10.60,"740,000.00",,,,Não
Conjunto de cavas em desativação recuperação,Mineradora Areia Nova Ltda,02.286.818/0001-48,"-23º10'39,400""","-48º20'35,900""",Sul do Equador,SP,BOFETE,Areia,-,-,,,,Não
Conterpa,Conterpa. Conservação e Terraplagem e Pavimentação Ltda,02.002.588/0001-48,"-22º51'40,100""","-47º14'19,000""",Sul do Equador,SP,HORTOLÂNDIA,Argila,-,"300,000.00",,,,Não
decantação de finos / reservatorio agua processo,Mineradora Areia Nova Ltda,02.286.818/0001-48,"-23º10'41,300""","-48º20'47,500""",Sul do Equador,SP,BOFETE,Areia,-,-,,,,Não
Deposito de Finos Porto de Areia Serramar,Pecuária Serramar EIRELI,03.938.233/0001-28,"-23º39'35,000""","-45º31'16,000""",Sul do Equador,SP,CARAGUATATUBA,Areia,-,"385,000.00",,,,Não
Dique 4 (Barragem 3 - Bota fora),PEDREIRA SARGON LTDA,60.101.300/0001-99,"-23º21'24,500""","-46º16'31,200""",Sul do Equador,SP,SANTA ISABEL,Argila,8.00,"15,000.00",,,,Não
Dique 5 (Barragem 4 - Bota fora),PEDREIRA SARGON LTDA,60.101.300/0001-99,"-23º21'21,800""","-46º16'28,900""",Sul do Equador,SP,SANTA ISABEL,Argila,10.00,"12,000.00",,,,Não
Dutra,Dutra Extração de Areia Ltda.,48.098.701/0001-31,"-23º25'50,600""","-46º12'39,200""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,-,"130,000.00",,,,Não
engebrita,Pedreira Engebrita Ltda,61.728.804/0001-04,"-23º52'55,700""","-46º18'51,600""",Sul do Equador,SP,SANTOS,Granito,3.50,"30,000.00",,,,Não
Fazenda Santa Fé,Tech Rock Mineração Ltda.,62.579.818/0001-68,"-23º30'32,300""","-47º23'27,200""",Sul do Equador,SP,SOROCABA,Argila,3.00,"2,700.00",,,,Não
Fiori,Empresa de Mineração Fiori do Taboão Ltda.,00.265.541/0001-41,"-23º24'16,000""","-46º11'54,500""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,-,"325,000.00",,,,Não
Guará 2,Extração de Areia e Pedregulho Cachoeira Ltda.,45.600.327/0001-32,"-23º23'32,300""","-46º08'10,900""",Sul do Equador,SP,GUARAREMA,Argila,5.00,"78,300.00",,,,Não
JBS2,EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP,47.354.774/0001-84,"-23º23'46,800""","-46º11'51,500""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,11.00,"270,000.00",,,,Não
JBS3,EMPRESA DE MINERAÇÃO E ARTEFATOS DE CIMENTO JBS LTDA EPP,47.354.774/0001-84,"-23º23'32,000""","-46º12'02,500""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,-,"310,000.00",,,,Não
MD 05/2016,Mineração Descalvado Ltda,54.114.475/0001-38,"-21º57'24,480""","-47º37'18,695""",Sul do Equador,SP,DESCALVADO,Areia Industrial,12.75,"245,447.47",,,,Não
OURO BRANCO LESTE,MINERAÇÃO OURO BRANCO SALTO DE PIRAPORA LTDA ME,72.911.985/0001-18,"-23º39'42,400""","-47º39'53,200""",Sul do Equador,SP,SALTO DE PIRAPORA,Argila,5.00,"399,000.00",,,,Não
PIRAPORÃO 138 II,Uilson Romanha & Cia Ltda,00.934.199/0001-25,"-23º37'42,100""","-47º37'19,200""",Sul do Equador,SP,SALTO DE PIRAPORA,Argila,4.00,"28,000.00",,,,Não
PIRAPORÃO 138 III,Uilson Romanha & Cia Ltda,00.934.199/0001-25,"-23º37'53,600""","-47º37'18,500""",Sul do Equador,SP,SALTO DE PIRAPORA,Argila,8.00,"115,200.00",,,,Não
PORTO-4A,Itaquareia Ind. Extr. Minérios Ltda,55.023.386/0001-49,"-23º33'46,100""","-46º16'04,500""",Sul do Equador,SP,MOGI DAS CRUZES,Argila,8.00,"933,900.00",,,,Não
PORTO-4B,Itaquareia Ind. Extr. Minérios Ltda,55.023.386/0001-49,"-23º33'56,300""","-46º16'24,100""",Sul do Equador,SP,MOGI DAS CRUZES,Argila,7.00,"345,000.00",,,,Não
PORTO-6B,Itaquareia Ind. Extr. Minérios Ltda,55.023.386/0001-49,"-23º23'08,800""","-46º11'39,200""",Sul do Equador,SP,MOGI DAS CRUZES,Argila,12.00,"290,000.00",,,,Não
PORTO-8,Itaquareia Ind. Extr. Minérios Ltda,55.023.386/0001-49,"-23º33'21,000""","-46º16'59,500""",Sul do Equador,SP,SUZANO,Argila,14.00,"1,472,940.00",,,,Não
Quevedo 1,EXTRAÇAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA,02.745.436/0001-35,"-23º21'17,300""","-47º43'48,900""",Sul do Equador,SP,TATUÍ,Argila Arenosa,8.00,"96,500.00",,,,Não
Quevedo 2,EXTRAÇAO E COMERCIO DE AREIA QUEVEDO & SILVA LTDA,02.745.436/0001-35,"-23º21'21,300""","-47º43'42,400""",Sul do Equador,SP,TATUÍ,Argila Arenosa,7.00,"194,676.65",,,,Não
Sedimentação de finos,EXTRAÇÃO E COMÉRCIO DE AREIA BOFETE LTDA,69.018.919/0001-09,"-23º07'13,700""","-48º13'41,000""",Sul do Equador,SP,BOFETE,Areia,10.00,-,,,,Não
Sítio Horii,Empresa de Mineração Horii Ltda.,52.573.227/0001-20,"-23º37'15,900""","-46º14'51,300""",Sul do Equador,SP,MOGI DAS CRUZES,Caulim,13.40,"117,462.80",,,,Não
TABOÃO 01,EXTRAÇÃO DE AREIA TABOAO LTDA,59.724.484/0001-64,"-23º23'49,600""","-46º12'18,200""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,12.50,"350,000.00",,,,Não
TABOÃO 02,EXTRAÇÃO DE AREIA TABOAO LTDA,59.724.484/0001-64,"-23º23'42,700""","-46º12'20,400""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,12.00,"556,508.40",,,,Não
TABOÃO 03,EXTRAÇÃO DE AREIA TABOAO LTDA,59.724.484/0001-64,"-23º23'38,400""","-46º12'35,100""",Sul do Equador,SP,MOGI DAS CRUZES,Argila Arenosa,2.00,"9,624.00",,,,Não
TANQUE DE DECANTAÇÃO,Mineração Santa Luzia de Aguaí Ltda,03.716.256/0001-98,"-21º59'46,400""","-47º10'06,900""",Sul do Equador,SP,AGUAÍ,Argila,3.00,"35,000.00",,,,Não
TANQUE DE DECANTAÇÃO 2,Mineração Santa Luzia de Aguaí Ltda,03.716.256/0001-98,"-21º59'46,200""","-47º10'04,100""",Sul do Equador,SP,AGUAÍ,Argila,3.00,"40,000.00",,,,Não
TANQUE DE LAMA,Concresand Mineração Ltda,03.833.915/0001-76,"-23º11'19,000""","-48º20'59,000""",Sul do Equador,SP,BOFETE,Argila Arenosa,2.00,"30,000.00",,,,Não
TD2,Disk Base Extração de Areia e Comercio de Materiais Para Construção Ltda Me,62.136.189/0001-00,"-23º34'46,419""","-47º49'45,677""",Sul do Equador,SP,ALAMBARI,Areia,2.00,"1,800.00",,,,Não
UNIDOS,Unidos Extração e Comércio de Areia e Pedra Ltda Epp,67.337.360/0001-54,"-23º37'08,900""","-47º49'12,900""",Sul do Equador,SP,SARAPUÍ,Argila,8.00,"86,240.00",,,,Não
BARRAGEM,Monte Sinai Mineração Ltda,00.060.095/0001-39,"-10º47'21,000""","-48º04'46,000""",Sul do Equador,TO,MONTE DO CARMO,Argila Arenosa,5.70,"39,000.00",,,,Não
BARRAGEM GEOMINAS,Geominas Minerações Ltda.,11.979.744/0001-16,"-11º38'50,700""","-47º40'36,240""",Sul do Equador,TO,NATIVIDADE,Sedimentos,5.00,"9,750.00",,,,Não
BARRAGEM GEOMINAS-001,Geominas Minerações Ltda.,11.979.744/0001-16,"-11º38'57,580""","-47º40'34,240""",Sul do Equador,TO,NATIVIDADE,Sedimentos,8.00,"86,000.00",,,,Não
BARRAGEM GEOMINAS-002,Geominas Minerações Ltda.,11.979.744/0001-16,"-11º39'00,010""","-47º40'30,010""",Sul do Equador,TO,NATIVIDADE,Sedimentos,8.00,"70,800.00",,,,Não
SANTA LUZIA,Mineração Santa Luzia Limitada,19.791.590/0001-46,"-11º35'20,200""","-47º52'59,420""",Sul do Equador,TO,NATIVIDADE,Argila,5.00,"600,000.00",,,,Não
